tweet_id,username,followers,created_at,tweet_text,source,likes,retweets,user_location
932213549799223296,iamtomwatson,258,2017-11-19 11:46:44,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,"England, United Kingdom"
932213420253949953,civilwarghost_t,127,2017-11-19 11:46:13,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter Web Client,0,1869,"Great Torrington, England"
932213126552064000,3BlockM,2791,2017-11-19 11:45:03,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,UK 
932212914118938624,pammyred14,1754,2017-11-19 11:44:13,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,"Nottingham, England"
932212224764104704,ApplecrossAntiq,10893,2017-11-19 11:41:28,"RT @Brexit: Ireland may defy Brexit and hit full employment soon, finance minister says https://t.co/R52hnhQlTF https://t.co/l2Y1u7VdoO",Twitter Web Client,0,18,United Kingdom
932212067435769856,Johnsedgwick89,233,2017-11-19 11:40:51,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,
932210915344252928,trevorheap46,515,2017-11-19 11:36:16,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,
932210824600608773,Portman55,99,2017-11-19 11:35:54,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,
932210781239808000,Jim_AFCB,631,2017-11-19 11:35:44,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",TweetDeck,0,1869,Bournemouth
932210261322235904,GazSez,1452,2017-11-19 11:33:40,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,Essex
932208890950889473,pantherwild,1417,2017-11-19 11:28:13,RT @MrRae1000: Hammond has just confirmed the only economic benefit of brexit is deregulation. That means cutting employment rights. Easier…,Twitter for Android,0,2,Bristol
932208662294224897,KevinKConroy,380,2017-11-19 11:27:19,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,
932207342623576070,SueAuthor,2590,2017-11-19 11:22:04,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter Web Client,0,1869,Berkhamsted
932206209012289536,NeilOutOfTime,225,2017-11-19 11:17:34,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,
932205250509004801,russelljj,850,2017-11-19 11:13:45,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for Android,0,1869,Wokingham
932205139686965250,Ourbitlink,1151,2017-11-19 11:13:19,"RT @Brexit: Ireland may defy Brexit and hit full employment soon, finance minister says https://t.co/R52hnhQlTF https://t.co/l2Y1u7VdoO",Twitter for Android,0,18,
932204145620275202,DanGreen4114,778,2017-11-19 11:09:22,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,"Watford, UK / Brighton, UK"
932202973270298624,ifg007,936,2017-11-19 11:04:42,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPad,0,1869,European Union
932202467479183361,marketmaster2,67,2017-11-19 11:02:42,"RT @withorpe: 311 Tory MPs have voted down a Labour amendment to protect the following post-Brexit:

Employment and consumer rights
Environ…",Twitter for iPhone,0,1869,"Lambeth, London"
